Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmean (degrees C),vpdmax (hPa),vpdmax (kPa)
5,-108.4625,38.9739,1484,2007-04,22.19,11.3,17.63,1.763
5,-108.4625,38.9739,1484,2007-05,13.91,16.7,26.38,2.638
5,-108.4625,38.9739,1484,2007-06,8.49,22.9,42.46,4.246
5,-108.4625,38.9739,1484,2007-07,16.46,26.9,47.97,4.797
5,-108.4625,38.9739,1484,2007-08,24.05,24.9,38.28,3.828
5,-108.4625,38.9739,1484,2007-09,45.46,19.6,29.59,2.959
5,-108.4625,38.9739,1484,2007-10,18.1,11.2,16.39,1.639
5,-108.4625,38.9739,1484,2007-11,0.24,6.1,13.1,1.31
5,-108.4625,38.9739,1484,2007-12,50.51,-2.6,3.42,0.342
5,-108.4625,38.9739,1484,2008-01,19.19,-4.6,3.49,0.349
5,-108.4625,38.9739,1484,2008-02,20.39,-0.2,4.93,0.493
5,-108.4625,38.9739,1484,2008-03,8.55,5.2,12.08,1.208
5,-108.4625,38.9739,1484,2008-04,21.52,8.7,16.87,1.687
5,-108.4625,38.9739,1484,2008-05,18.43,14.4,23.6,2.36
5,-108.4625,38.9739,1484,2008-06,15.25,21.2,38.28,3.828
5,-108.4625,38.9739,1484,2008-07,7.02,25.9,44.55,4.455
5,-108.4625,38.9739,1484,2008-08,15.94,24.3,40.34,4.034
5,-108.4625,38.9739,1484,2008-09,19.44,18.8,29.45,2.945
5,-108.4625,38.9739,1484,2008-10,6.9,12.1,20.01,2.001
5,-108.4625,38.9739,1484,2008-11,24.84,5.9,11.27,1.127
5,-108.4625,38.9739,1484,2008-12,20.5,-2.2,4.41,0.441
5,-108.4625,38.9739,1484,2009-01,8.5,-3,4.09,0.409
5,-108.4625,38.9739,1484,2009-02,8.53,3.5,8.84,0.884
5,-108.4625,38.9739,1484,2009-03,12.65,7.1,14.69,1.469
5,-108.4625,38.9739,1484,2009-04,26.19,10,16.38,1.638
5,-108.4625,38.9739,1484,2009-05,35.33,17.6,26.18,2.618
5,-108.4625,38.9739,1484,2009-06,28.23,20.2,29.5,2.95
5,-108.4625,38.9739,1484,2009-07,10.51,25.6,45.47,4.547
5,-108.4625,38.9739,1484,2009-08,4.45,23.4,41.33,4.133
5,-108.4625,38.9739,1484,2009-09,13.53,19.7,29.84,2.984
5,-108.4625,38.9739,1484,2009-10,16.21,9.6,15.41,1.541
5,-108.4625,38.9739,1484,2009-11,6.44,5.5,11.38,1.138
5,-108.4625,38.9739,1484,2009-12,26.08,-6.3,3.26,0.326
5,-108.4625,38.9739,1484,2010-01,14.32,-4.6,3.23,0.323
5,-108.4625,38.9739,1484,2010-02,21.51,-1.6,3.88,0.388
5,-108.4625,38.9739,1484,2010-03,34.71,5.5,9.87,0.987
5,-108.4625,38.9739,1484,2010-04,25.39,10.6,17.87,1.787
5,-108.4625,38.9739,1484,2010-05,12.6,14,22.71,2.271
5,-108.4625,38.9739,1484,2010-06,16.43,22.4,38.47,3.847
5,-108.4625,38.9739,1484,2010-07,13.88,25.5,42.76,4.276
5,-108.4625,38.9739,1484,2010-08,47.43,22.9,32.9,3.29
5,-108.4625,38.9739,1484,2010-09,18.69,19.8,33.64,3.364
5,-108.4625,38.9739,1484,2010-10,45.42,13.2,18.99,1.899
5,-108.4625,38.9739,1484,2010-11,14.79,4,9.07,0.907
5,-108.4625,38.9739,1484,2010-12,19.02,2.3,5.49,0.549
5,-108.4625,38.9739,1484,2011-01,3.03,-4.4,4.03,0.403
5,-108.4625,38.9739,1484,2011-02,8.94,-1.1,6.61,0.661
5,-108.4625,38.9739,1484,2011-03,20.89,6.7,12.41,1.241
5,-108.4625,38.9739,1484,2011-04,37.86,9.7,15.54,1.554
5,-108.4625,38.9739,1484,2011-05,27.69,13.3,19.82,1.982
5,-108.4625,38.9739,1484,2011-06,10.56,21.5,38.36,3.836
5,-108.4625,38.9739,1484,2011-07,38.3,24.7,38.69,3.869
5,-108.4625,38.9739,1484,2011-08,21.05,25.2,41.36,4.136
5,-108.4625,38.9739,1484,2011-09,23.67,19.8,29.33,2.933
5,-108.4625,38.9739,1484,2011-10,28,11.8,17.75,1.775
5,-108.4625,38.9739,1484,2011-11,15.18,4.3,9.2,0.92
5,-108.4625,38.9739,1484,2011-12,12.96,-2.1,4.83,0.483
5,-108.4625,38.9739,1484,2012-01,8.31,-0.3,6.34,0.634
5,-108.4625,38.9739,1484,2012-02,12.89,2,7.43,0.743
5,-108.4625,38.9739,1484,2012-03,4.97,8.3,16.48,1.648
5,-108.4625,38.9739,1484,2012-04,10.41,12.8,22.82,2.282
5,-108.4625,38.9739,1484,2012-05,2.12,17.9,31.31,3.131
5,-108.4625,38.9739,1484,2012-06,0.61,24.3,47.46,4.746
5,-108.4625,38.9739,1484,2012-07,23.44,25.9,42.56,4.256
5,-108.4625,38.9739,1484,2012-08,11.27,24.8,40.61,4.061
5,-108.4625,38.9739,1484,2012-09,13.83,19.6,31.36,3.136
5,-108.4625,38.9739,1484,2012-10,10.52,12.2,19.83,1.983
5,-108.4625,38.9739,1484,2012-11,6.87,6.6,12.9,1.29
5,-108.4625,38.9739,1484,2012-12,23.91,-1.7,5.35,0.535
5,-108.4625,38.9739,1484,2013-01,19.04,-8.3,2.51,0.251
5,-108.4625,38.9739,1484,2013-02,9.42,0.3,6.02,0.602
5,-108.4625,38.9739,1484,2013-03,10.31,6.6,13.1,1.31
5,-108.4625,38.9739,1484,2013-04,28.16,9.5,16.43,1.643
5,-108.4625,38.9739,1484,2013-05,28.84,16.3,26.06,2.606
5,-108.4625,38.9739,1484,2013-06,0,23.7,45.34,4.534
5,-108.4625,38.9739,1484,2013-07,52.01,26.1,44.21,4.421
5,-108.4625,38.9739,1484,2013-08,29.34,23.4,34.85,3.485
5,-108.4625,38.9739,1484,2013-09,62.19,19.6,24.61,2.461
5,-108.4625,38.9739,1484,2013-10,42.9,10.2,14.51,1.451
5,-108.4625,38.9739,1484,2013-11,27.71,4.5,8.15,0.815
5,-108.4625,38.9739,1484,2013-12,18.11,-6.7,2.43,0.243
5,-108.4625,38.9739,1484,2014-01,12.98,-2,5.13,0.513
5,-108.4625,38.9739,1484,2014-02,20.14,2.2,7.4,0.74
5,-108.4625,38.9739,1484,2014-03,6.16,6.9,13.43,1.343
5,-108.4625,38.9739,1484,2014-04,18.29,10.1,16.98,1.698
5,-108.4625,38.9739,1484,2014-05,43.27,15.4,23.7,2.37
5,-108.4625,38.9739,1484,2014-06,2.13,21.7,38.94,3.894
5,-108.4625,38.9739,1484,2014-07,37.41,26,44.09,4.409
5,-108.4625,38.9739,1484,2014-08,60.53,22.1,29.89,2.989
5,-108.4625,38.9739,1484,2014-09,48.92,20.2,29.08,2.908
5,-108.4625,38.9739,1484,2014-10,15.02,12.9,17.08,1.708
5,-108.4625,38.9739,1484,2014-11,7.75,3.5,9.39,0.939
5,-108.4625,38.9739,1484,2014-12,18.11,1.3,5.38,0.538
5,-108.4625,38.9739,1484,2015-01,16.17,0.1,5.31,0.531
5,-108.4625,38.9739,1484,2015-02,8.56,4.4,10.33,1.033
5,-108.4625,38.9739,1484,2015-03,6.75,9.1,16.68,1.668
5,-108.4625,38.9739,1484,2015-04,45.51,10.6,17.36,1.736
5,-108.4625,38.9739,1484,2015-05,59.13,14.5,17.87,1.787
5,-108.4625,38.9739,1484,2015-06,34.37,23.3,39.8,3.98
5,-108.4625,38.9739,1484,2015-07,55.85,23.3,34.72,3.472
5,-108.4625,38.9739,1484,2015-08,29.35,23.9,38.52,3.852
5,-108.4625,38.9739,1484,2015-09,15.61,20.7,31.39,3.139
5,-108.4625,38.9739,1484,2015-10,51.67,14.5,18.52,1.852
5,-108.4625,38.9739,1484,2015-11,38.74,4.4,9.02,0.902
5,-108.4625,38.9739,1484,2015-12,18.1,-2.8,3.79,0.379
5,-108.4625,38.9739,1484,2016-01,22.63,-2.8,3.49,0.349
5,-108.4625,38.9739,1484,2016-02,14.99,1.2,7.59,0.759
5,-108.4625,38.9739,1484,2016-03,20.02,7.6,13.91,1.391
5,-108.4625,38.9739,1484,2016-04,27.55,10.6,15.58,1.558
5,-108.4625,38.9739,1484,2016-05,30.59,15.1,21.84,2.184
5,-108.4625,38.9739,1484,2016-06,5.37,24.8,45.54,4.554
5,-108.4625,38.9739,1484,2016-07,23.99,25.4,44.1,4.41
5,-108.4625,38.9739,1484,2016-08,27.15,22.6,33.37,3.337
5,-108.4625,38.9739,1484,2016-09,16.6,18.8,28.55,2.855
5,-108.4625,38.9739,1484,2016-10,11.19,14.1,20.02,2.002
5,-108.4625,38.9739,1484,2016-11,20.86,7.7,11.68,1.168
5,-108.4625,38.9739,1484,2016-12,17.25,-1,4.66,0.466
5,-108.4625,38.9739,1484,2017-01,31.72,-0.8,3.94,0.394
5,-108.4625,38.9739,1484,2017-02,14.01,5.2,9.15,0.915
5,-108.4625,38.9739,1484,2017-03,5.59,9.7,17.34,1.734
5,-108.4625,38.9739,1484,2017-04,15.57,11,18.69,1.869
5,-108.4625,38.9739,1484,2017-05,20.48,15.4,24.54,2.454
5,-108.4625,38.9739,1484,2017-06,2.16,24.3,46.38,4.638
5,-108.4625,38.9739,1484,2017-07,24.46,26,43.41,4.341
5,-108.4625,38.9739,1484,2017-08,25.26,24,39.82,3.982
5,-108.4625,38.9739,1484,2017-09,17.57,19.6,30.75,3.075
5,-108.4625,38.9739,1484,2017-10,14.65,10.9,18.1,1.81
5,-108.4625,38.9739,1484,2017-11,2.99,7.8,13.67,1.367
5,-108.4625,38.9739,1484,2017-12,0.92,0.2,7.83,0.783
5,-108.4625,38.9739,1484,2018-01,13.2,0.4,6.56,0.656
5,-108.4625,38.9739,1484,2018-02,25.37,2.2,7.81,0.781
5,-108.4625,38.9739,1484,2018-03,19.09,6.9,13.42,1.342
5,-108.4625,38.9739,1484,2018-04,17.11,12.2,20.58,2.058
5,-108.4625,38.9739,1484,2018-05,4.87,18.3,30.96,3.096
5,-108.4625,38.9739,1484,2018-06,3.72,24.1,46.85,4.685
5,-108.4625,38.9739,1484,2018-07,5.36,27,49.52,4.952
5,-108.4625,38.9739,1484,2018-08,21.15,24.6,41.84,4.184
5,-108.4625,38.9739,1484,2018-09,0.02,21.4,36.48,3.648
5,-108.4625,38.9739,1484,2018-10,83.78,11,11.89,1.189
5,-108.4625,38.9739,1484,2018-11,2.9,2.5,8.82,0.882
5,-108.4625,38.9739,1484,2018-12,16.68,-0.8,4.67,0.467
,,,,,,,,0
6,-112.377,34.9749,1410,2004-01,9.37,6,11.05,1.105
6,-112.377,34.9749,1410,2004-02,29.03,4.9,10.99,1.099
6,-112.377,34.9749,1410,2004-03,10.97,13.6,24.94,2.494
6,-112.377,34.9749,1410,2004-04,46.9,13,21.47,2.147
6,-112.377,34.9749,1410,2004-05,0,18.4,34.56,3.456
6,-112.377,34.9749,1410,2004-06,0.33,23,47.44,4.744
6,-112.377,34.9749,1410,2004-07,35.71,25.4,47.08,4.708
6,-112.377,34.9749,1410,2004-08,45.43,24,39.66,3.966
6,-112.377,34.9749,1410,2004-09,34.2,21.4,36.47,3.647
6,-112.377,34.9749,1410,2004-10,101.74,14.6,21.93,2.193
6,-112.377,34.9749,1410,2004-11,49.17,7.7,11.58,1.158
6,-112.377,34.9749,1410,2004-12,55.36,5.6,11.15,1.115
6,-112.377,34.9749,1410,2005-01,103.79,6,8.99,0.899
6,-112.377,34.9749,1410,2005-02,112.91,6.7,8.75,0.875
6,-112.377,34.9749,1410,2005-03,41.61,8.9,14.26,1.426
6,-112.377,34.9749,1410,2005-04,27.32,12.5,22.26,2.226
6,-112.377,34.9749,1410,2005-05,0,18.1,33.22,3.322
6,-112.377,34.9749,1410,2005-06,4.48,21.6,41.35,4.135
6,-112.377,34.9749,1410,2005-07,31.45,26.8,53.12,5.312
6,-112.377,34.9749,1410,2005-08,69.17,23.9,34.85,3.485
6,-112.377,34.9749,1410,2005-09,11.15,21.4,35.67,3.567
6,-112.377,34.9749,1410,2005-10,25.58,15.8,24.02,2.402
6,-112.377,34.9749,1410,2005-11,3.57,10.6,19.29,1.929
6,-112.377,34.9749,1410,2005-12,0,5.5,14.04,1.404
6,-112.377,34.9749,1410,2006-01,2.7,5.9,14.34,1.434
6,-112.377,34.9749,1410,2006-02,0,7.8,18.29,1.829
6,-112.377,34.9749,1410,2006-03,34.32,7.4,13.66,1.366
6,-112.377,34.9749,1410,2006-04,9.78,13.5,24.15,2.415
6,-112.377,34.9749,1410,2006-05,2.53,20,38.43,3.843
6,-112.377,34.9749,1410,2006-06,24.79,24.9,51.79,5.179
6,-112.377,34.9749,1410,2006-07,59.41,26.6,43.95,4.395
6,-112.377,34.9749,1410,2006-08,32.28,24.1,34.25,3.425
6,-112.377,34.9749,1410,2006-09,35.72,19.9,30.68,3.068
6,-112.377,34.9749,1410,2006-10,27.67,14.7,22.62,2.262
6,-112.377,34.9749,1410,2006-11,1.9,10.7,19.82,1.982
6,-112.377,34.9749,1410,2006-12,6.45,4.8,12.13,1.213
6,-112.377,34.9749,1410,2007-01,15.83,3.1,10.26,1.026
6,-112.377,34.9749,1410,2007-02,13.47,7.1,13.61,1.361
6,-112.377,34.9749,1410,2007-03,22.17,11.1,21.6,2.16
6,-112.377,34.9749,1410,2007-04,1.35,13.7,24.99,2.499
6,-112.377,34.9749,1410,2007-05,2.81,19.2,36.34,3.634
6,-112.377,34.9749,1410,2007-06,0,23.9,50.7,5.07
6,-112.377,34.9749,1410,2007-07,55.88,26.8,48.48,4.848
6,-112.377,34.9749,1410,2007-08,49.37,25.6,39.45,3.945
6,-112.377,34.9749,1410,2007-09,30.58,22,35.71,3.571
6,-112.377,34.9749,1410,2007-10,10.16,16.1,27.09,2.709
6,-112.377,34.9749,1410,2007-11,0,12.4,23.11,2.311
6,-112.377,34.9749,1410,2007-12,59.12,3.7,9.34,0.934
6,-112.377,34.9749,1410,2008-01,65.17,3.2,8.88,0.888
6,-112.377,34.9749,1410,2008-02,39.28,5.9,11.98,1.198
6,-112.377,34.9749,1410,2008-03,1.48,10.3,20.15,2.015
6,-112.377,34.9749,1410,2008-04,0.39,13.3,26.4,2.64
6,-112.377,34.9749,1410,2008-05,27.08,15.6,28.98,2.898
6,-112.377,34.9749,1410,2008-06,0.22,23.7,50.77,5.077
6,-112.377,34.9749,1410,2008-07,66,26.2,44.04,4.404
6,-112.377,34.9749,1410,2008-08,67.55,25.4,41.05,4.105
6,-112.377,34.9749,1410,2008-09,15.64,22,36.63,3.663
6,-112.377,34.9749,1410,2008-10,2.58,17,31.24,3.124
6,-112.377,34.9749,1410,2008-11,37.44,11.4,19.51,1.951
6,-112.377,34.9749,1410,2008-12,64.61,4.7,10.06,1.006
6,-112.377,34.9749,1410,2009-01,12.28,6.1,12.23,1.223
6,-112.377,34.9749,1410,2009-02,39.82,6.9,14.09,1.409
6,-112.377,34.9749,1410,2009-03,0,10.4,19.53,1.953
6,-112.377,34.9749,1410,2009-04,19.7,12,22.36,2.236
6,-112.377,34.9749,1410,2009-05,23.48,20.2,36.14,3.614
6,-112.377,34.9749,1410,2009-06,3.39,20.8,36.86,3.686
6,-112.377,34.9749,1410,2009-07,48.52,27.3,49.94,4.994
6,-112.377,34.9749,1410,2009-08,6.2,25.4,48.66,4.866
6,-112.377,34.9749,1410,2009-09,35.39,22.4,37.57,3.757
6,-112.377,34.9749,1410,2009-10,0.45,14.1,24.56,2.456
6,-112.377,34.9749,1410,2009-11,0,11.3,21.66,2.166
6,-112.377,34.9749,1410,2009-12,55.31,2.9,8.82,0.882
6,-112.377,34.9749,1410,2010-01,76.94,4.9,10.07,1.007
6,-112.377,34.9749,1410,2010-02,50.48,6.1,10.49,1.049
6,-112.377,34.9749,1410,2010-03,35.01,8.3,15.52,1.552
6,-112.377,34.9749,1410,2010-04,10.61,11.7,21.47,2.147
6,-112.377,34.9749,1410,2010-05,0,15.3,28.56,2.856
6,-112.377,34.9749,1410,2010-06,1.01,22.8,45.51,4.551
6,-112.377,34.9749,1410,2010-07,26.14,26.2,42.7,4.27
6,-112.377,34.9749,1410,2010-08,83.06,24.5,35.13,3.513
6,-112.377,34.9749,1410,2010-09,9.4,22.4,42.37,4.237
6,-112.377,34.9749,1410,2010-10,70.55,15.9,22.79,2.279
6,-112.377,34.9749,1410,2010-11,0,8.3,15.85,1.585
6,-112.377,34.9749,1410,2010-12,64.58,7.1,11.89,1.189
6,-112.377,34.9749,1410,2011-01,0,4.5,12.25,1.225
6,-112.377,34.9749,1410,2011-02,43.95,4.3,11.86,1.186
6,-112.377,34.9749,1410,2011-03,9.92,10,18.64,1.864
6,-112.377,34.9749,1410,2011-04,15.53,13.3,24.42,2.442
6,-112.377,34.9749,1410,2011-05,8.61,15.2,27.94,2.794
6,-112.377,34.9749,1410,2011-06,0,21.9,46.59,4.659
6,-112.377,34.9749,1410,2011-07,69.35,25.5,44.61,4.461
6,-112.377,34.9749,1410,2011-08,16.56,26.3,47.15,4.715
6,-112.377,34.9749,1410,2011-09,29.27,22.2,38.13,3.813
6,-112.377,34.9749,1410,2011-10,17.24,15.8,28.25,2.825
6,-112.377,34.9749,1410,2011-11,22.34,8.3,14.51,1.451
6,-112.377,34.9749,1410,2011-12,53.37,3.2,9.08,0.908
6,-112.377,34.9749,1410,2012-01,4.04,6.1,14.36,1.436
6,-112.377,34.9749,1410,2012-02,10.17,6.2,13.78,1.378
6,-112.377,34.9749,1410,2012-03,40.33,8.9,18.89,1.889
6,-112.377,34.9749,1410,2012-04,15.13,14.2,27.46,2.746
6,-112.377,34.9749,1410,2012-05,0,18.5,37.83,3.783
6,-112.377,34.9749,1410,2012-06,0.87,24.2,52,5.2
6,-112.377,34.9749,1410,2012-07,78.36,25.4,41.96,4.196
6,-112.377,34.9749,1410,2012-08,103.74,25.4,40.84,4.084
6,-112.377,34.9749,1410,2012-09,13.21,21.4,33.76,3.376
6,-112.377,34.9749,1410,2012-10,4.87,16.2,30.18,3.018
6,-112.377,34.9749,1410,2012-11,0,10.7,21.3,2.13
6,-112.377,34.9749,1410,2012-12,47.83,4.5,10.55,1.055
6,-112.377,34.9749,1410,2013-01,53.44,2.6,10.3,1.03
6,-112.377,34.9749,1410,2013-02,15.08,4.5,12.24,1.224
6,-112.377,34.9749,1410,2013-03,10.59,10.8,21.55,2.155
6,-112.377,34.9749,1410,2013-04,0.84,13.8,26.69,2.669
6,-112.377,34.9749,1410,2013-05,2.27,17.9,34.19,3.419
6,-112.377,34.9749,1410,2013-06,0,24.7,54.66,5.466
6,-112.377,34.9749,1410,2013-07,65.72,25.5,39.61,3.961
6,-112.377,34.9749,1410,2013-08,86.4,24.5,39.2,3.92
6,-112.377,34.9749,1410,2013-09,45.49,20.2,29.13,2.913
6,-112.377,34.9749,1410,2013-10,7.21,13.5,24.67,2.467
6,-112.377,34.9749,1410,2013-11,53.02,9.5,16.1,1.61
6,-112.377,34.9749,1410,2013-12,19.19,4.1,11.19,1.119
6,-112.377,34.9749,1410,2014-01,0,7.3,16.73,1.673
6,-112.377,34.9749,1410,2014-02,4.36,8.3,17.26,1.726
6,-112.377,34.9749,1410,2014-03,13.35,10.7,19.96,1.996
6,-112.377,34.9749,1410,2014-04,10.54,13.1,25.75,2.575
6,-112.377,34.9749,1410,2014-05,1.23,17.3,33.62,3.362
6,-112.377,34.9749,1410,2014-06,0,23.5,50.27,5.027
6,-112.377,34.9749,1410,2014-07,57.42,26.2,46.11,4.611
6,-112.377,34.9749,1410,2014-08,161.6,23,34.2,3.42
6,-112.377,34.9749,1410,2014-09,67,21.8,32.76,3.276
6,-112.377,34.9749,1410,2014-10,15.76,17.2,28.55,2.855
6,-112.377,34.9749,1410,2014-11,0,9.9,18.75,1.875
6,-112.377,34.9749,1410,2014-12,57.48,6,9.9,0.99
6,-112.377,34.9749,1410,2015-01,66.64,5.9,11.06,1.106
6,-112.377,34.9749,1410,2015-02,16.05,10,18.81,1.881
6,-112.377,34.9749,1410,2015-03,49.65,11.7,21.13,2.113
6,-112.377,34.9749,1410,2015-04,13.33,12.9,24.19,2.419
6,-112.377,34.9749,1410,2015-05,27.04,15.2,25.19,2.519
6,-112.377,34.9749,1410,2015-06,7.15,24.1,48.56,4.856
6,-112.377,34.9749,1410,2015-07,59.27,24.4,39.63,3.963
6,-112.377,34.9749,1410,2015-08,49.49,25.7,43.66,4.366
6,-112.377,34.9749,1410,2015-09,35.69,22.4,36.11,3.611
6,-112.377,34.9749,1410,2015-10,59.74,17,24.83,2.483
6,-112.377,34.9749,1410,2015-11,14.16,7.5,14.8,1.48
6,-112.377,34.9749,1410,2015-12,9.31,3.5,10.74,1.074
6,-112.377,34.9749,1410,2016-01,38.95,4.3,10.4,1.04
6,-112.377,34.9749,1410,2016-02,15.68,9.2,20.62,2.062
6,-112.377,34.9749,1410,2016-03,2.97,11.4,22.85,2.285
6,-112.377,34.9749,1410,2016-04,13.8,13.1,23.18,2.318
6,-112.377,34.9749,1410,2016-05,30.26,16.1,27.6,2.76
6,-112.377,34.9749,1410,2016-06,1.75,25.2,54.12,5.412
6,-112.377,34.9749,1410,2016-07,22,26.2,48.19,4.819
6,-112.377,34.9749,1410,2016-08,89.7,23.2,34.02,3.402
6,-112.377,34.9749,1410,2016-09,73.53,20.2,31.08,3.108
6,-112.377,34.9749,1410,2016-10,14.49,17.5,28.31,2.831
6,-112.377,34.9749,1410,2016-11,20.31,10.7,17.9,1.79
6,-112.377,34.9749,1410,2016-12,77.47,5.4,9.9,0.99
6,-112.377,34.9749,1410,2017-01,61.66,4.1,6.91,0.691
6,-112.377,34.9749,1410,2017-02,53.49,8.4,13.08,1.308
6,-112.377,34.9749,1410,2017-03,21.51,12,22.48,2.248
6,-112.377,34.9749,1410,2017-04,3.88,13.6,25.52,2.552
6,-112.377,34.9749,1410,2017-05,8.6,16.9,32.13,3.213
6,-112.377,34.9749,1410,2017-06,0.46,25,56.05,5.605
6,-112.377,34.9749,1410,2017-07,87.28,26.1,43.52,4.352
6,-112.377,34.9749,1410,2017-08,73.86,24,38.86,3.886
6,-112.377,34.9749,1410,2017-09,17.19,20.9,36.31,3.631
6,-112.377,34.9749,1410,2017-10,0,17.1,33.04,3.304
6,-112.377,34.9749,1410,2017-11,0,12.8,22.03,2.203
6,-112.377,34.9749,1410,2017-12,0,7.9,17.39,1.739
6,-112.377,34.9749,1410,2018-01,23.21,7.7,15.41,1.541
6,-112.377,34.9749,1410,2018-02,16.77,6.9,15.15,1.515
6,-112.377,34.9749,1410,2018-03,18.98,9.4,17.03,1.703
6,-112.377,34.9749,1410,2018-04,0,15.7,30.32,3.032
6,-112.377,34.9749,1410,2018-05,13.67,18.2,35.47,3.547
6,-112.377,34.9749,1410,2018-06,8.52,24.1,51.58,5.158
6,-112.377,34.9749,1410,2018-07,79.13,26.3,44.3,4.43
6,-112.377,34.9749,1410,2018-08,73.11,24.9,39.71,3.971
6,-112.377,34.9749,1410,2018-09,5.76,22.7,40.11,4.011
6,-112.377,34.9749,1410,2018-10,75.95,14.3,17.5,1.75
6,-112.377,34.9749,1410,2018-11,5.95,8.6,16.86,1.686
6,-112.377,34.9749,1410,2018-12,2.81,5.5,11.28,1.128
,,,,,,,,0
7,-109.452,35.7189,2049,2004-01,9.43,-1.8,5.06,0.506
7,-109.452,35.7189,2049,2004-02,14.21,-1.3,6.08,0.608
7,-109.452,35.7189,2049,2004-03,4.76,7.1,15,1.5
7,-109.452,35.7189,2049,2004-04,35.77,7.8,14.46,1.446
7,-109.452,35.7189,2049,2004-05,2.7,13.4,25.69,2.569
7,-109.452,35.7189,2049,2004-06,3.41,18.6,35.38,3.538
7,-109.452,35.7189,2049,2004-07,10.5,20.5,35.15,3.515
7,-109.452,35.7189,2049,2004-08,23.33,19.5,30.08,3.008
7,-109.452,35.7189,2049,2004-09,71.98,15.5,24.61,2.461
7,-109.452,35.7189,2049,2004-10,18.66,9.4,13.89,1.389
7,-109.452,35.7189,2049,2004-11,32.43,3,7.26,0.726
7,-109.452,35.7189,2049,2004-12,32.91,-1.3,6.09,0.609
7,-109.452,35.7189,2049,2005-01,33.51,1.7,5.96,0.596
7,-109.452,35.7189,2049,2005-02,62.87,1.9,4.43,0.443
7,-109.452,35.7189,2049,2005-03,25.35,3.7,8.84,0.884
7,-109.452,35.7189,2049,2005-04,26.25,7.7,16.13,1.613
7,-109.452,35.7189,2049,2005-05,3.13,13.5,24.06,2.406
7,-109.452,35.7189,2049,2005-06,1.42,17.2,30.78,3.078
7,-109.452,35.7189,2049,2005-07,9.73,22.2,42.73,4.273
7,-109.452,35.7189,2049,2005-08,69.88,19.6,26.88,2.688
7,-109.452,35.7189,2049,2005-09,10.16,16.8,25.75,2.575
7,-109.452,35.7189,2049,2005-10,13.78,10.6,16.12,1.612
7,-109.452,35.7189,2049,2005-11,0,4,13.18,1.318
7,-109.452,35.7189,2049,2005-12,2.22,-1.5,8.45,0.845
7,-109.452,35.7189,2049,2006-01,2.73,-1.2,8.9,0.89
7,-109.452,35.7189,2049,2006-02,0,0.3,10.58,1.058
7,-109.452,35.7189,2049,2006-03,26.65,3.1,10.16,1.016
7,-109.452,35.7189,2049,2006-04,2.46,9,18.78,1.878
7,-109.452,35.7189,2049,2006-05,1.75,14.6,28.1,2.81
7,-109.452,35.7189,2049,2006-06,2.58,20,38.79,3.879
7,-109.452,35.7189,2049,2006-07,47.74,22,33.81,3.381
7,-109.452,35.7189,2049,2006-08,60.02,19.3,22.8,2.28
7,-109.452,35.7189,2049,2006-09,28.24,13.4,19.41,1.941
7,-109.452,35.7189,2049,2006-10,36.66,8.6,13.02,1.302
7,-109.452,35.7189,2049,2006-11,4.47,3.7,12.1,1.21
7,-109.452,35.7189,2049,2006-12,15.07,-2.9,5.94,0.594
7,-109.452,35.7189,2049,2007-01,17.64,-5.1,4.69,0.469
7,-109.452,35.7189,2049,2007-02,17.14,0.5,6.79,0.679
7,-109.452,35.7189,2049,2007-03,20.21,4.6,13.43,1.343
7,-109.452,35.7189,2049,2007-04,9.03,7.9,15.97,1.597
7,-109.452,35.7189,2049,2007-05,30.4,13,22,2.2
7,-109.452,35.7189,2049,2007-06,9.12,19,36.27,3.627
7,-109.452,35.7189,2049,2007-07,45.13,21.8,37.56,3.756
7,-109.452,35.7189,2049,2007-08,53.95,20.8,28.61,2.861
7,-109.452,35.7189,2049,2007-09,18.38,16.8,25.09,2.509
7,-109.452,35.7189,2049,2007-10,4.24,9.6,18.52,1.852
7,-109.452,35.7189,2049,2007-11,14.03,4.7,14.07,1.407
7,-109.452,35.7189,2049,2007-12,57.14,-3.1,3.66,0.366
7,-109.452,35.7189,2049,2008-01,40.27,-4.1,5.92,0.592
7,-109.452,35.7189,2049,2008-02,26.4,-0.8,5.11,0.511
7,-109.452,35.7189,2049,2008-03,0,3.6,12.52,1.252
7,-109.452,35.7189,2049,2008-04,3.79,6.4,16.99,1.699
7,-109.452,35.7189,2049,2008-05,4.93,10.4,21.58,2.158
7,-109.452,35.7189,2049,2008-06,8.03,18.1,34.28,3.428
7,-109.452,35.7189,2049,2008-07,40.57,21.2,31.27,3.127
7,-109.452,35.7189,2049,2008-08,27.77,20.5,30.92,3.092
7,-109.452,35.7189,2049,2008-09,28,17,27.46,2.746
7,-109.452,35.7189,2049,2008-10,13.89,9.1,18.35,1.835
7,-109.452,35.7189,2049,2008-11,13.94,3.9,11.55,1.155
7,-109.452,35.7189,2049,2008-12,38.31,-1.7,5.06,0.506
7,-109.452,35.7189,2049,2009-01,11.98,-0.2,5.69,0.569
7,-109.452,35.7189,2049,2009-02,12.15,1.1,8.74,0.874
7,-109.452,35.7189,2049,2009-03,6.5,4.8,12.57,1.257
7,-109.452,35.7189,2049,2009-04,5.84,6.7,15.67,1.567
